Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category / Summary
19.03.2015,TRINITY DENEVIEW,JR HOLLAND FOODSERVICE,18.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,11.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,24.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,34.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,14.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,48.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,14.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,73.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,65.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,18.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,40.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,27.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,48.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,15.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,2.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,52.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST TERESAS,JR HOLLAND FOODSERVICE,1.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,8.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,22.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,104.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST JOHN VIANNEY,JR HOLLAND FOODSERVICE,19.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,52.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CRUDDAS PARK,JR HOLLAND FOODSERVICE,10.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,117.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,20.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,1.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,56.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,38.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,32.07,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,58.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,22.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,14.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,82.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,34.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CANNING STREET,JR HOLLAND FOODSERVICE,194.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WEST WALKER,JR HOLLAND FOODSERVICE,51.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,12.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,17.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,16.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,KENTON BAR,JR HOLLAND FOODSERVICE,46.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,74.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,34.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,34.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,16.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,2.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,76.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,34.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,23.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,8.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,MILECASTLE PRIMARY,JR HOLLAND FOODSERVICE,41.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST TERESAS,JR HOLLAND FOODSERVICE,25.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,30.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,85.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,112.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,63.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,19.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,82.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,14.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,3.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,51.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,115.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,38.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,22.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,38.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,20.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,28.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,BENTON PARK,JR HOLLAND FOODSERVICE,49.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,36.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,104.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,GRANGE FIRST SCHOOL,JR HOLLAND FOODSERVICE,11.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,87.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,23.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,67.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,26.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,12.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,13.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,28.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,113.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,13.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,46.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,26.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.03.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,19.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,32.04,School meals,CATERERS
18.03.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,340.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,156.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,15.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,FARNE PRIMARY,BRAKE BROS LTD,127.87,School meals,CATERERS
18.03.2015,HILTON PRIMARY,BRAKE BROS LTD,277.73,School meals,CATERERS
18.03.2015,BENFIELD SCHOOL,FREEMAN CATERING BUTCH,61.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,313.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,256.76,School meals,CATERERS
18.03.2015,ST PAULS CE,BRAKE BROS LTD,43.34,School meals,CATERERS
18.03.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,22.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,5.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TRINITY DENEVIEW,BRAKE BROS LTD,22.12,School meals,CATERERS
18.03.2015,THOMAS BEWICK,FREEMAN CATERING BUTCH,3.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BENFIELD SCHOOL,FREEMAN CATERING BUTCH,15.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WEST JESMOND,FREEMAN CATERING BUTCH,9.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CHARLES' RC,FREEMAN CATERING BUTCH,38.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WEST JESMOND,BRAKE BROS LTD,55,School meals,CATERERS
18.03.2015,BYKER LODGE,FREEMAN CATERING BUTCH,65.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,LINHOPE PRU,FREEMAN CATERING BUTCH,6.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST JOSEPHS RC,FREEMAN CATERING BUTCH,55.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ENGLISH MARTYRS,BRAKE BROS LTD,60.15,School meals,CATERERS
18.03.2015,CIVIC CANTEEN,BRAKE BROS LTD,39.2,School meals,CATERERS
18.03.2015,ST VINCENTS RC,FREEMAN CATERING BUTCH,15.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,36.56,School meals,CATERERS
18.03.2015,CRAGSIDE PRIMARY,FREEMAN CATERING BUTCH,19.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BENTON PARK,BRAKE BROS LTD,232.31,School meals,CATERERS
18.03.2015,CHRIST CHURCH,FREEMAN CATERING BUTCH,25.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,165.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WAVERLEY PRIMARY,FREEMAN CATERING BUTCH,69.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,RAVENSWOOD PRIMARY,FREEMAN CATERING BUTCH,104.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015, BRIDGEWATER,FREEMAN CATERING BUTCH,88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST GEORGES RC,FREEMAN CATERING BUTCH,12.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CRAGSIDE PRIMARY,FREEMAN CATERING BUTCH,38.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALBOTTLE VILLAGE,FREEMAN CATERING BUTCH,10.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BYKER LODGE,FREEMAN CATERING BUTCH,48.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,123.07,School meals,CATERERS
18.03.2015,CHEVIOT PRIMARY,FREEMAN CATERING BUTCH,44.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,DINNINGTON FIRST,FREEMAN CATERING BUTCH,26.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALBOTTLE CAMPUS,FREEMAN CATERING BUTCH,78.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KNOPLAW PRIMARY,FREEMAN CATERING BUTCH,58.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CUTHBERTS HIGH,FREEMAN CATERING BUTCH,56.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,GOSFORTH PARK,FREEMAN CATERING BUTCH,98.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST PAULS CE,FREEMAN CATERING BUTCH,11.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,368.46,School meals,CATERERS
18.03.2015,CHILLINGHAM ROAD,BRAKE BROS LTD,519.27,School meals,CATERERS
18.03.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,10,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SOUTH GOSFORTH,FREEMAN CATERING BUTCH,67.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CUTHBERTS KENT,FREEMAN CATERING BUTCH,41.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,HAWTHORN PRIMARY,FREEMAN CATERING BUTCH,7.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST VINCENTS RC,BRAKE BROS LTD,259.27,School meals,CATERERS
18.03.2015,BENFIELD SCHOOL,FREEMAN CATERING BUTCH,15.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,158.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CIVIC BANQUETING,BRAKE BROS LTD,465.2,School meals,CATERERS
18.03.2015,WEST JESMOND,FREEMAN CATERING BUTCH,15.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST TERESAS,FREEMAN CATERING BUTCH,17.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WELBECK PRIMARY,BRAKE BROS LTD,185.57,School meals,CATERERS
18.03.2015,BROADWOOD PRIMARY,FREEMAN CATERING BUTCH,32.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,HADRIAN SCHOOL,FREEMAN CATERING BUTCH,25.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,70.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CATHERINES,FREEMAN CATERING BUTCH,7.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ENGLISH MARTYRS,FREEMAN CATERING BUTCH,27.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,19.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,MILECASTLE PRIMARY,FREEMAN CATERING BUTCH,19.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BEECH HILL,FREEMAN CATERING BUTCH,59.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALKERGATE PRIMARY,FREEMAN CATERING BUTCH,196.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,37.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KENTON BAR,BRAKE BROS LTD,90.9,School meals,CATERERS
18.03.2015,WYNDHAM PRIMARY,FREEMAN CATERING BUTCH,48.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,583.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,87.79,School meals,CATERERS
18.03.2015,CANNING STREET,BRAKE BROS LTD,247.9,School meals,CATERERS
18.03.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,48.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CUTHBERTS WALB,FREEMAN CATERING BUTCH,12.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,40.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BYKER PRIMARY,BRAKE BROS LTD,61.2,School meals,CATERERS
18.03.2015,ARCHIBOLD FIRST,FREEMAN CATERING BUTCH,5.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BYKER PRIMARY,FREEMAN CATERING BUTCH,50.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,THOMAS BEWICK,BRAKE BROS LTD,135.58,School meals,CATERERS
18.03.2015,ST LAWRENCES RC,BRAKE BROS LTD,91.88,School meals,CATERERS
18.03.2015,WELBECK PRIMARY,FREEMAN CATERING BUTCH,48.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,19.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WEST WALKER,BRAKE BROS LTD,331.65,School meals,CATERERS
18.03.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,62.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST JOHNS PRIMARY,FREEMAN CATERING BUTCH,31.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,96.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CUTHBERTS HIGH,FREEMAN CATERING BUTCH,50.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,GOSFORTH JUNIOR,FREEMAN CATERING BUTCH,62.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST TERESAS,BRAKE BROS LTD,36.26,School meals,CATERERS
18.03.2015,MONKCHESTER ROAD,BRAKE BROS LTD,176.56,School meals,CATERERS
18.03.2015,WEST WALKER,FREEMAN CATERING BUTCH,11.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,19.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,MONKCHESTER ROAD,FREEMAN CATERING BUTCH,45.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,166.32,School meals,CATERERS
18.03.2015,KINGSTON PARK,FREEMAN CATERING BUTCH,25.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,26.26,School meals,CATERERS
18.03.2015,HILTON PRIMARY,FREEMAN CATERING BUTCH,57.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TYNEVIEW PRIMARY,FREEMAN CATERING BUTCH,30.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CENTRAL WALKER,BRAKE BROS LTD,211.1,School meals,CATERERS
18.03.2015,CHEVIOT PRIMARY,FREEMAN CATERING BUTCH,14.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CATHERINES,BRAKE BROS LTD,330.21,School meals,CATERERS
18.03.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,60.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,14.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TYNEVIEW PRIMARY,FREEMAN CATERING BUTCH,35.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ARCHBISHOP RUNCIE,FREEMAN CATERING BUTCH,26.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SACRED HEART PRI,BRAKE BROS LTD,162.63,School meals,CATERERS
18.03.2015,ST MARKS RC,BRAKE BROS LTD,166.56,School meals,CATERERS
18.03.2015,WYNDHAM PRIMARY,FREEMAN CATERING BUTCH,15.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TRINITY OAKFIELD,FREEMAN CATERING BUTCH,17.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,MOUNTFIELD PRIMARY,FREEMAN CATERING BUTCH,30.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KENTON BAR,FREEMAN CATERING BUTCH,40.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BYKER LODGE,FREEMAN CATERING BUTCH,52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,GRANGE FIRST SCHOOL,FREEMAN CATERING BUTCH,31.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TRINITY DENEVIEW,FREEMAN CATERING BUTCH,18.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BENTON PARK,FREEMAN CATERING BUTCH,36.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,FARNE PRIMARY,FREEMAN CATERING BUTCH,41.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST OSWALDS,FREEMAN CATERING BUTCH,28.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,336.39,School meals,CATERERS
18.03.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,296.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CRUDDAS PARK,BRAKE BROS LTD,228.41,School meals,CATERERS
18.03.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,31.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,NORTH FAWDON,FREEMAN CATERING BUTCH,23.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST JOHN VIANNEY,FREEMAN CATERING BUTCH,33.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ARCHIBOLD FIRST,FREEMAN CATERING BUTCH,31.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
