VENUE_NAME,ADDRESS_LINE_1,POST_TOWN,COUNTY,POST_CODE,NEW_DISTRICT_COUNCIL,EASTING,NORTHING,TELEPHONE,OWNERSHIP_TYPE,ADVENTURE_SPORT,ATHLETICS,BOWLING,BOXING,CRICKET,FITNESS,GOLF,MOTORSPORT,SWIMMING,SQUASH_HANDBALL,TENNIS,SPORTS_HALL,WATERSPORTS,MOUNTAIN_BIKING,PITCHES_GRASS,PITCHES_WATER,PITCHES_THIRD_GEN,PITCHES_SAND
Faughan Valley High School,Drumahoe Road,Cross,Londonderry,BT47 3SD,Derry City and Strabane District,246502,414714,028 7130 1284,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Faughanvale Primary School,Vale Road,Greysteel,Londonderry,BT47 3EE,Causeway Coast and Glens District,257023,419996,028 7181 0529,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Faughanvale Stables,Dunlade Road,Greysteel,Londonderry,BT47 3EF,Causeway Coast and Glens District,257859,420837,028 7181 1843,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fermanagh College,Dublin Road,Enniskillen,Fermanagh,BT74 6HQ,Fermanagh and Omagh District,224093,343902,028 6632 2431,Education,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Ferris Park Playing Fields,Banbridge Road,Dromore,Down,BT25 1HD,"Armagh City, Banbridge and Craigavon District",328585,349582,028 4062 8800,District Council,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Finaghy Primary School,Finaghy Road South,Belfast,Antrim,BT10 0DR,Belfast City,330629,369826,028 9061 2623,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Fintona Golf Club,Kiln Street,Fintona,Tyrone,BT78 2BJ,Fermanagh and Omagh District,244295,360912,028 8284 1480,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Fintona Pearses GAC,Tattymoyle Raod,Omagh,Tyrone,BT78 2NR,Fermanagh and Omagh District,243822,360816,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Fitness 21,Greenbank Industrial Estate,Newry,Down,BT34 2PF,"Newry City, Mourne and Down District",308919,325067,028 3026 3587,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Ballymena,Pennybridge Road,Ballymena,Antrim,BT42 3HB,Mid and East Antrim District,311928,401739,,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Bangor,Circular Road,Bangor,Down,BT19 1FH,North Down and Ards District,349681,379922,028 9147 0000,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Belfast Boucher,Leslie Park,Belfast,Antrim,BT12 6HH,Belfast City,331856,371835,028 9038 1868,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Coleraine,Riverside Park North,Coleraine,Londonderry,BT51 3NA,Causeway Coast and Glens District,284704,431380,028 7035 3117,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Connswater,Connswater Retail Park,Belfast,Antrim,BT5 4AF,Belfast City,336310,374223,028 9045 0505,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fitness First - Londonderry,Strand Road,Londonderry,Londonderry,BT48 7TL,Derry City and Strabane District,243715,418106,028 7127 5500,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Energia Fitness,Shore Road,Newtownabbey,Antrim,BT36 7BS,Antrim and Newtownabbey District,334354,380144,,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fivemiletown College,Colebrooke Road,Fivemiletown,Tyrone,BT75 0SB,Mid Ulster District,244051,347683,028 8952 1279,Education,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Flamingo Fitness,Ballymoney Street,Ballymena,Antrim,BT43 6AL,Mid and East Antrim District,310833,403468,028 2565 9598,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Fleming Fulton Special School,Upper Malone Road,Belfast,Antrim,BT9 6TY,Belfast City,331634,369569,028 9061 1917,Education,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
Flora Street Walkway,,Belfast,Antrim,BT5 4SF,Belfast City,336220,373650,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Florencecourt Primary School,Florencecourt,Enniskillen,Fermanagh,BT92 1BZ,Fermanagh and Omagh District,219099,335431,028 6634 8225,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Foley County Primary School,Ballymacnab Road,Tassagh,Armagh,BT60 2QS,"Armagh City, Banbridge and Craigavon District",290383,337217,028 3753 1564,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Forest Stables,Cooneen Road,Fivemiletown,Fermanagh,BT75 0NQ,Fermanagh and Omagh District,245703,345138,028 8952 1991,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Forge Integrated Primary School,Carolan Road,Belfast,Antrim,BT7 3HE,Belfast City,334690,370981,028 9049 2177,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Fort Hill College,Belfast Road,Lisburn,Antrim,BT27 4TL,Lisburn and Castlereagh District,327532,364785,028 9266 3670,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Fort Hill Primary School,Low Road,Lisburn,Antrim,BT27 4TJ,Lisburn and Castlereagh District,327516,364697,028 9266 4505,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Fort Riding for the Disabled,Craigmore Road,Maghera,Londonderry,BT46 5AN,Mid Ulster District,284901,401333,028 7964 4280,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Forth River Primary School,Ballygomartin Road,Belfast,Antrim,BT13 3ND,Belfast City,331143,375351,028 9071 4890,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Forthriver Bowling and Tennis Club,Woodvale Road,Belfast,Antrim,BT13 3BU,Belfast City,331603,375458,028 9074 1772,Club,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
Fortwilliam Golf Club,Downview Avenue,Belfast,Antrim,BT15 4EZ,Belfast City,333478,378983,028 9037 0770,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Fortwilliam Park,Maghera Road,Tobermore,Londonderry,BT45 5QB,Mid Ulster District,283424,397125,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Foundry Lane,Rashee Road,Ballyclare,Antrim,BT39 9HJ,Antrim and Newtownabbey District,328662,391429,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Fountain Primary School,Hawkin Street,Derry,Londonderry,BT48 6RD,Derry City and Strabane District,243389,416407,028 7137 4909,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Fourtowns Primary School,Cullybackey Road,Ahoghill,Antrim,BT42 1LA,Mid and East Antrim District,304964,401867,028 2587 1370,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Fox Lodge Cricket Club,Victoria Road,Strabane,Tyrone,BT82 0AT,Derry City and Strabane District,236716,401453,028 7188 6673,Club,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Foyle and Londonderry College,Springtown,Derry,Londonderry,BT48 0LY,Derry City and Strabane District,242856,419147,028 7126 9321,Education,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Foyle Golf Centre,Alder Road,Derry,Londonderry,BT48 8DB,Derry City and Strabane District,245834,421803,028 7135 2222,Private,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Foyleview Special School,Racecourse Road,Derry,Londonderry,BT48 7RB,Derry City and Strabane District,243741,419275,028 7126 3270,Education,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Friends of Grosvenor Fencing Club,Cameronian Drive,Belfast,Down,BT5 6AX,Belfast City,337299,372663,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Friends School,Magherlave Road,Lisburn,Antrim,BT28 3BH,Lisburn and Castlereagh District,326622,364977,028 9266 2156,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Fullerton Park Playing Fields,Glenburn Road,Dunmurry,Antrim,BT17 9AG,Belfast City,329108,368575,,District Council,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Fulton Park,Fulton Park,Balnamore,Antrim,BT53 7PJ,Causeway Coast and Glens District,293673,425356,028 2766 0227,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Gaelscoil Na Bhfal,Iveagh Crescent,Belfast,Antrim,BT12 6AT,Belfast City,331889,373408,028 9023 6877,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Galbally Pearses GAC,Lurgylea Road,Dungannon,Tyrone,BT70 2NX,Mid Ulster District,270993,366675,,Club,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Galgorm Castle Golf Club,Galgorm Road,Ballymena,Antrim,BT42 1HL,Mid and East Antrim District,308097,402445,028 2564 6161,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Galgorm Community Centre,Galgorm Road,Ballymena,Antrim,BT42 1AA,Mid and East Antrim District,310112,403028,028 2563 8510,Community,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Galgorm Parks Riding School,Fenaghy Road,Ballymena,Antrim,BT42 1EA,Mid and East Antrim District,306147,404524,028 2588 0269,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Galgorm Playing Fields,,Ballymena,Antrim,BT42 1AA,Mid and East Antrim District,310112,403028,028 2563 85100,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Gallaher Bowling Club,Severn Street,Belfast,Antrim,BT4 1FF,Belfast City,336557,374406,,Club,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gamekeepers Equestrian Centre,Moyad Road,Newry,Down,BT34 4HL,"Newry City, Mourne and Down District",328499,321542,028 4176 4771,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Gardrum Park,,Dromore,Tyrone,BT78 3JE,Fermanagh and Omagh District,235434,363219,028 8289 8389,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Garrison Boys Amateur Boxing Club,Gillaroo Court,Garrison,Fermanagh,BT93 4AE,Fermanagh and Omagh District,194294,352375,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Garvagh High School,Main Street,Garvagh,Londonderry,BT51 5AE,Causeway Coast and Glens District,283968,415686,028 2955 8216,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Garvagh Primary School,Coleraine Road,Garvagh,Londonderry,BT51 5HP,Causeway Coast and Glens District,284278,416135,028 2955 8540,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Gibson Primary School,Old Mountfield Road,Omagh,Tyrone,BT79 7EG,Fermanagh and Omagh District,245745,373297,028 8224 4552,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Gilford Community Club,Castle Hill,Gilford,Down,BT63 6HH,"Armagh City, Banbridge and Craigavon District",306714,348568,,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gilnahirk Primary School,Gilnahirk Road,Belfast,Down,BT5 7QQ,Belfast City,339674,372767,028 9040 1697,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Glastry College,Victoria Road,Ballyhalbert,Down,BT22 1DQ,North Down and Ards District,363555,362874,028 4277 1226,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Glasvey Special School,Loughermore Road,Ballykelly,Londonderry,BT49 9PB,Causeway Coast and Glens District,262466,422217,028 7776 2462,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gleann Amateur Boxing Club,Glen Road,Belfast,Antrim,BT11 8BU,Belfast City,328053,371616,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Glebe Football Pitch,Bells Park Road,Strabane,Tyrone,BT82 9NT,Derry City and Strabane District,233086,392804,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Glen Rovers GAC,Glenshesk Road,Armoy,Antrim,BT53 8RL,Causeway Coast and Glens District,308593,433709,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Glenavon House Hotel,Drum Road,Cookstown,Tyrone,BT80 8JQ,Mid Ulster District,280728,377104,028 8676 218,Private,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
Glencraig Indoor Bowling Club,Seahill Road,Holywood,Down,BT18 0DA,North Down and Ards District,343737,381268,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Glencraig Primary School,Seahill Road,Holywood,Down,BT18 0DJ,North Down and Ards District,344063,381605,028 9042 4510,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Glendermott Primary School,Ardmore Road,Ballyshasky,Londonderry,BT47 3QZ,Derry City and Strabane District,247057,413397,028 7134 9489,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Glenelly St Josephs GFC,Derbrough Road,Omagh,Tyrone,BT79 8JX,Derry City and Strabane District,247110,389907,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Glengormley Amateur Boxing Club,Antrim Road,Glengormley,Antrim,BT36 5EG,Antrim and Newtownabbey District,331761,382288,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Glengormley Bowling Green,Carnmoney Road,Newtownabbey,Antrim,BT36 6HP,Antrim and Newtownabbey District,331822,382550,,District Council,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Glengormley High School,Ballyclare Road,Newtownabbey,Antrim,BT36 5HP,Antrim and Newtownabbey District,331355,383176,028 9083 7223,Education,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Glengormley Park,Glenwell Road,Glengormley,Antrim,BT36 7RF,Antrim and Newtownabbey District,331911,381946,028 9084 8323,Club,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
Glengormley Primary School,Church Road,Newtownabbey,Antrim,BT36 6HJ,Antrim and Newtownabbey District,331924,382205,028 9083 2786,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Glenlough Community Centre,Croft Road,Ballymena,Antrim,BT44 0EX,Mid and East Antrim District,328609,418151,,Community,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Glenmore Activity Centre,Glenmore Park,Hilden,Antrim,BT27 4RT,Lisburn and Castlereagh District,327891,365717,028 9266 2830,District Council,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
Glenravel Primary School,Lignamonagh Road,Ballymena,Antrim,BT43 6QH,Mid and East Antrim District,313681,414405,028 2175 8358,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Glenveagh Special School,Harberton Park,Belfast,Antrim,BT9 6TX,Belfast City,331731,369913,028 9066 9907,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Glenwood Primary School,Upper Riga Street,Belfast,Antrim,BT13 3GW,Belfast City,332156,374924,028 9032 8341,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Good Shepherd Primary School,Good Shepherd Road,Dunmurry,Antrim,BT17 0PJ,Belfast City,327711,370552,028 9030 1000,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Good Shepherd Primary School and Nursery School,Dungiven Road,Waterside,Londonderry,BT47 6BW,Derry City and Strabane District,244396,416401,028 7134 8446,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gorran Primary School,Gorran Road,Coleraine,Londonderry,BT51 4HA,Causeway Coast and Glens District,284320,420715,028 7086 8571,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Gort Na Mona GAC,Upper Springfield Road,Belfast,Antrim,BT12 7QP,Belfast City,329587,373060,028 9061 0001,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Gortin Primary School,Plumbridge Road,Omagh,Tyrone,BT79 8QB,Fermanagh and Omagh District,249531,386246,028 8164 8268,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gracehill & Galgorm Community Centre,Raphael Way,Ballymena,Antrim,BT42 1GQ,Mid and East Antrim District,307740,402470,028 2564 0526,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gracehill Golf Club,Ballinlea Road,Stranocum,Antrim,BT53 8PX,Causeway Coast and Glens District,302200,432795,028 2565 1209,Private,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Gracehill Primary School,Church Road,Ballymena,Antrim,BT42 2NL,Mid and East Antrim District,307339,401925,028 2564 3482,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gracehill/Galgorm Cricket Club,Raphael Way,Ballymena,Antrim,BT42 1HW,Mid and East Antrim District,307853,402543,,District Council,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Grange Primary School,Lurganconary Road,Kilkeel,Down,BT34 4LL,"Newry City, Mourne and Down District",327373,311808,028 4176 2033,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Gransha Equestrian Centre,Kerrs Road,Bangor,Down,BT19 7QD,North Down and Ards District,352717,377203,028 9181 3313,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Green Road Community Centre,Breezemount Grove,Bangor,Down,BT23 7TX,North Down and Ards District,350467,378380,028 9127 8029,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Greenacres Golf Centre,Ballyrobert Road,Ballyclare,Antrim,BT39 9RT,Antrim and Newtownabbey District,328621,387615,028 9335 4111,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Greencastle Amateur Boxing Club,Mulladoo Road,Omagh,Tyrone,BT79 7RX,Fermanagh and Omagh District,260370,383623,028 8164 8243,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Greenhaw Primary School,Carnhill Estate,Derry,Londonderry,BT48 8BA,Derry City and Strabane District,243764,419679,028 7135 1908,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greenisland - Knockleigh Drive,Knockleigh Drive,Carrickfergus,Antrim,BT38 8UZ,Mid and East Antrim District,337398,384888,028 9336 4747,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Greenisland Community Centre,Glassillen Grove,Carrickfergus,Antrim,BT38 8TE,Mid and East Antrim District,337304,385353,028 9336 4747,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greenisland Golf Club,Upper Road,Greenisland,Antrim,BT38 8RW,Mid and East Antrim District,336930,385990,028 9086 2236,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Greenisland Playing Fields,Glenkeen Avenue,Greenisland,Antrim,BT38 8XG,Mid and East Antrim District,337077,385073,028 9335 1711,District Council,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Greenisland War Memorial Sports Club,Upper Road,Greenisland,Antrim,BT38 8RH,Mid and East Antrim District,336655,385794,028 9086 7707,Club,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Greenland Multi-Sports Arena,Sallagh Park,Larne,Antrim,BT40 1NT,Mid and East Antrim District,340074,403355,028 2827 2159,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
Greenland Park Community Centre,Old Glenarm Road,Larne,Antrim,BT40 1TS,Mid and East Antrim District,340205,403460,,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greenlough GAC,Mayogall Road,Portglenone,Londonderry,BT44 8LX,Mid Ulster District,293621,402632,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Greenlough Primary School St Marys,Mayogall Road,Portglenone,Antrim,BT44 8NN,Mid Ulster District,295129,403190,028 2582 1066,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greenvale Equestrian Centre,Longfield Road,Newry,Armagh,BT35 9SD,"Newry City, Mourne and Down District",300819,318535,028 3088 8314,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Greenvale Leisure Centre,Greenvale Park,Magherafelt,Londonderry,BT45 6DR,Mid Ulster District,289593,390195,028 7963 1271,District Council,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
Greenwood House Assessment Centre,Greenwood Avenue,Belfast,Antrim,BT4 3JJ,Belfast City,338264,374115,028 9047 1000,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greenwood Primary School,Upper Newtownards Road,Belfast,Antrim,BT4 3HS,Belfast City,338293,374033,028 9047 1610,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greyabbey Primary School,The Square,Greyabbey,Down,BT22 2QA,North Down and Ards District,357907,367857,028 4278 8244,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Greystone Primary School,Greystone Road,Antrim,Antrim,BT41 1JW,Antrim and Newtownabbey District,316799,386562,028 9446 2545,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Groggan Primary School,Portglenone Road,Randalstown,Antrim,BT41 3EU,Antrim and Newtownabbey District,305586,393650,028 9447 2170,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Groomsport Community Centre,Harbour Road,Groomsport,Down,BT19 6JP,North Down and Ards District,353762,383504,028 9127 0371,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Groomsport FC,Groomsport FC,Groomsport,Down,BT19 6JH,North Down and Ards District,353354,383330,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Groomsport Recreation Ground,The Meadow,Groomsport,Down,BT19 6JH,North Down and Ards District,353354,383330,028 9127 0271,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Grosvenor Community Centre,Grosvenor Road,Belfast,Antrim,BT12 5AU,Belfast City,332690,373806,028 9027 8628,Community,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No
Grosvenor Grammar School,Cameronian Drive,Belfast,Antrim,BT5 6AX,Belfast City,337299,372663,028 9070 2777,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
Grove Activity Centre,Ballinderry Park,Lisburn,Antrim,BT28 1ST,Lisburn and Castlereagh District,324991,364107,028 9267 1131,District Council,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Grove Park Bowling Pavilion,York Road,Belfast,Antrim,BT15 3HF,Belfast City,334143,376338,028 9075 1399,Club,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Grove Playing Fields,Jellicoe Avenue,Belfast,Antrim,BT15 3GA,Belfast City,333693,376861,028 9032 0202,District Council,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Grove Primary School,North Queen Street,Belfast,Antrim,BT15 3DJ,Belfast City,334042,376497,028 9035 1186,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
