Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount 
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179179,55.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179180,158.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179181,81.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179218,48.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179219,83.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179220,109.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179221,83.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179149,86.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179150,97.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179151,185.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179153,59.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179156,204.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179157,121.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179161,91.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179165,96.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179166,141.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,INCIDENTALS,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179150,7.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,IT SERVICES - OPERATIONS,SURFACE HAZARDS,CAPGEMINI UK PLC,0000178917,"1,178.18"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,LEGAL COSTS,SURFACE HAZARDS,ANDERSON STRATHERN,0000178703,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000178762,36.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,LEGAL COSTS,SURFACE HAZARDS,ANDERSON STRATHERN,0000178850,30.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,LEGAL COSTS,SURFACE HAZARDS,DLA PIPER UK LLP,0000179012,28.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/02/2011,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000179189,8.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2011,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000179235,12.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178603,130.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178604,130.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178605,384.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178607,212.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178608,130.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178647,292.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178648,130.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178661,384.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178662,384.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178663,130.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178664,384.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178665,76.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,PHS COMPLIANCE,0000178713,65.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,PHS COMPLIANCE,0000178714,65.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,LAND REGISTRY,0000178922,72.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,LAND REGISTRY,0000178962,20.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,BUSINESS SUPPORT,0000179064,10.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179149,14.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179151,18.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179153,105.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179154,329.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179158,7.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179166,14.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,REIMBURSEMENT FOR 150W SO,0000179208,24.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,OUTSOURCED MGT- SURFACE HZARDS,SURFACE HAZARDS,WYG ENV PLANNING TRANSPOR,0000178815,"7,952.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,OUTSOURCED MGT- SURFACE HZARDS,SURFACE HAZARDS,MINES RESCUE SERVICE LIMI,0000179076,"47,935.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,VENTURE FINANCE PLC,0000178755,479.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,VENTURE FINANCE PLC,0000178909,293.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/02/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,VENTURE FINANCE PLC,0000179195,634.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SURFACE HAZARDS,ACCOMMODATION MR & MRS BE,0000178658,"3,265.70"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178572,"2,102.81"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178573,"1,016.18"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178574,"9,494.37"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/11/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THE RADNOR HOTEL,0000178579,"1,370.21"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/11/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THE RADNOR HOTEL,0000178580,"1,353.19"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/11/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THE RADNOR HOTEL,0000178581,774.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,M FOSTER,0000178584,610.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000178599,84.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178606,49.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LANDMARK INFORMATION GROU,0000178652,130.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178653,"2,582.73"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FORM OF DISCHARGE ,0000178666,"3,597.60"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178684,301.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178686,214.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178687,327.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CARMALOR CONSTRUCTION,0000178688,"20,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178716,523.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178717,-419.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178719,"6,767.75"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178721,"2,281.88"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/12/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000178722,259.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000178723,516.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CWS COUNTRYWISE SECURITY,0000178724,"1,500.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178731,"2,582.73"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,OUT OF POCKET OF EXPENSES,0000178754,"3,320.75"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,HPS CHARTERED SURVEYORS,0000178763,"2,164.36"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/11/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000178764,168.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000178765,"7,606.28"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178782,246.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178783,183.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178784,"1,514.47"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178785,"3,415.68"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178786,"6,123.47"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178787,"8,259.37"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178799,"3,284.45"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178801,642.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178802,318.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178803,"1,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178804,"58,731.03"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178829,192.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178830,"-2,582.73"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178831,288.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178832,201.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178833,217.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178834,201.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000178835,678.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178836,531.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178837,572.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178838,251.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178839,298.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178844,"1,127.34"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178846,"2,687.40"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000178847,"6,449.52"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178852,"1,340.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178853,"1,378.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178854,"1,340.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178855,"3,295.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178856,"3,305.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178885,426.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178886,320.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,WEST DUNBARTONSHIRE COUNC,0000178900,"2,439.30"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178901,327.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178902,"7,187.89"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178903,"9,996.72"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178904,324.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000178905,"9,848.37"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,MIDLAND SURVEYING & ENGIN,0000178906,"1,180.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,MIDLAND SURVEYING & ENGIN,0000178907,"5,880.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178911,"1,674.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178912,"1,128.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178913,"1,120.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000178914,"1,340.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000178965,964.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000178970,"9,988.08"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179015,283.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179016,283.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179017,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179019,77.00
