Department,Entity,Date of Payment,Expense Type,Expense Area,Suppliers,Transaction Number,Amount
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100714115,15.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713889,29.70
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,CAR HIRE,FUSION,EMPLOYEES EXPENSES,100714088,131.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714088,250.65
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100714088,54.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100714088,102.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,BUSINESS ENTERTAINMENT,FUSION,EMPLOYEES EXPENSES,100714088,142.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713847,329.10
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713847,2.82
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713847,6.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713875,3.54
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713875,4.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713875,5.17
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713876,268.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713876,2.80
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713876,6.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714100,2.70
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714100,14.31
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100714100,28.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713798,5.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713798,45.22
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713798,180.90
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713829,202.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713844,5.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713844,75.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713864,16.68
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713864,31.18
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713864,162.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713886,169.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713936,194.06
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713937,3.70
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100713938,20.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713938,62.40
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713939,5.41
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713939,64.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713940,3.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713940,157.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100713944,41.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713944,152.27
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713944,3.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100713944,6.99
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713956,133.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714093,10.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714093,6.03
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100714093,76.20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100714105,133.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100714105,133.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100714112,126.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100712944,155.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713851,17.20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713851,240.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713851,329.40
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713851,4.80
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713941,71.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713941,9.17
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713941,53.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713941,16.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713848,487.60
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713848,9.12
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713848,16.84
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100713821,245.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,BUSINESS ENTERTAINMENT,FUSION,EMPLOYEES EXPENSES,100713843,429.80
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713954,12.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713845,152.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713935,1.92
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713935,3.80
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100714113,26.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100714113,40.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100713826,8.17
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713826,"1,077.71"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713826,13.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713826,29.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713826,4.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100712949,60.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713811,125.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713819,60.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713852,274.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713852,29.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100713852,17.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713884,60.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713891,202.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713892,35.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100713894,233.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100713943,174.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713951,60.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100714099,125.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEES EXPENSES,100714102,267.60
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100712936,13.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100712948,72.45
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100712948,112.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100712948,3.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100713890,6.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713890,3.31
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,TAXIS,FUSION,EMPLOYEES EXPENSES,100713863,10.11
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713863,474.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,FUSION,EMPLOYEES EXPENSES,100713863,12.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713863,25.50
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,RAIL TRAVEL,FUSION,EMPLOYEES EXPENSES,100713863,40.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,FUSION,EMPLOYEES EXPENSES,100713863,23.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100712935,14.40
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713806,6.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713807,6.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713842,7.20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,08/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713877,12.60
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100713930,7.20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,MILEAGE ALLOWANCE,FUSION,EMPLOYEES EXPENSES,100714086,7.20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,TAXIS,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713808,10.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713808,8.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,RAIL TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713808,52.70
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,01/02/2014,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713808,3.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713846,160.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,MILEAGE ALLOWANCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713846,2.70
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713846,29.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713932,4.40
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713932,2.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,MILEAGE ALLOWANCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713932,54.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713932,3.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714087,33.30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714087,80.42
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,MILEAGE ALLOWANCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714087,54.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,TAXIS,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714095,12.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714095,497.03
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,RAIL TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714095,26.47
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714095,31.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100714095,4.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714097,409.90
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714097,13.96
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,RAIL TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714097,28.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,TAXIS,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714110,47.53
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714110,426.68
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,RAIL TRAVEL,SUPPORT SERVICES,EMPLOYEES EXPENSES,100714110,30.59
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEES EXPENSES,100714110,8.18
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,EFDA TRAVEL EXPENSES,SUPPORT SERVICES,EMPLOYEES EXPENSES,100713950,493.83
