Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175834,-91.27,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175835,-112.74,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175836,-121.06,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175837,-125.31,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175838,-117.87,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175839,-119.62,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175840,-91.08,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175841,-92.66,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/05/2009,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175842,-102.32,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175843,-111.99,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175844,-122.21,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175845,-146.77,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175846,-217.94,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175847,-143.76,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175848,-156.60,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175849,-169.51,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175850,-157.11,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175851,-159.48,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175852,-115.30,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175853,-122.41,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175854,-104.68,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175855,2055.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000175856,46.60,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000175859,220.69,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000175860,386.70,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/08/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,D CARMICHAEL AGRICULT VAL,0000174780,200.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175226,2728.34,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000175227,403.58,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000175228,374.70,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,J N BENTLEY LIMITED,0000175480,36772.31,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,3 MONTHS RENT,0000175574,1650.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,RELEASE OF ARBITRATORS AWARD,0000175575,2240.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,DURHAM COUNTY COUNCIL,0000175585,190.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,GEORGE F WHITE,0000175595,487.90,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HPS CHARTERED SURVEYORS,0000175598,7284.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,MACARTHY HUGHES INTERNATI,0000175614,2374.48,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175616,18000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,AGENTS FEES,0000175617,347.69,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,OUTSTANDING SUM FOR PAVIN,0000175618,590.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,MACARTHY HUGHES INTERNATI,0000175630,1836.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,TILHILL  FORESTRY LIMITED,0000175632,2767.94,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,TILHILL  FORESTRY LIMITED,0000175633,506.37,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175634,30000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175644,96.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175645,77.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175647,84.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175648,84.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175649,84.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,GEOL-CONSULTANTS LTD,0000175716,9448.18,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,SECTION 8 WORKS,0000175729,10703.33,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,DIFFERENCE IN SUM FOR FRO,0000175730,155.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,INSURANCE CHARGES AND PRO,0000175731,415.42,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,AGENTS FEES,0000175733,287.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,FULL & FINAL SETTLEMENT,0000175734,2550.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,SECTION 8 REPAIRS,0000175738,930.37,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,SECTION 8 REPAIRS,0000175740,800.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175899,995.36,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175900,437.33,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175901,573.63,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175902,1735.58,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000175903,995.36,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000175905,84.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,JIM DAVIES CIVIL ENGINEER,0000175931,4446.90,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,JIM HASTINGS LIMITED,0000175938,2607.75,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,JIM HASTINGS LIMITED,0000175939,2022.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,JIM HASTINGS LIMITED,0000175942,2165.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,JIM HASTINGS LIMITED,0000175943,1550.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,THOMAS MENZIES(BUILDERS)L,0000175954,2700.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,THOMAS MENZIES(BUILDERS)L,0000175970,3375.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000175975,2495.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000175976,3533.83,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PMC SURVEYS,0000175977,807.55,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,DUNCAN ROSS LAND DRAINAGE,0000175994,4283.10,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HPS CHARTERED SURVEYORS,0000175995,300.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000175996,274.40,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/11/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CHARLES NEAL,0000175997,355.81,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,AGENTS FEES,0000176005,286.02,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,FORM OF DISCHARGE,0000176007,200.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000176052,670.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,SETTLEMENT OF ACCOUNT,0000176093,560.40,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CROP LOSS PAYMENTS,0000176104,205.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,COOKS BUILDING & MAINTENA,0000176108,831.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,L & G PLANT HIRE,0000176109,2869.55,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000176110,948.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000176111,948.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,L & G PLANT HIRE,0000176123,3151.09,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,UP FRONT PAYMENT OF 25 YE,0000176167,25.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000176174,226.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NPOWER,0000176187,29.94,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PMC SURVEYS,0000176188,781.21,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,L & G PLANT HIRE,0000176192,1002.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,ST CATHERINES COMMUNITY A,0000176193,35.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,ST CATHERINES COMMUNITY A,0000176194,50.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,WITHOUT PREJUDICE' PAYME,0000176197,7000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,COMPANY BARCLAYCARD,0000176224,341.70,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/09/2010,CAR HIRE,SURFACE HAZARDS,ENTERPRISE RENT A CAR,0000175711,149.09,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,CONSULTANCY - SURFACE HAZARDS,SURFACE HAZARDS,WYG ENV PLANNING TRANSPOR,0000176067,4867.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,CONSULTANTS TECHNICAL,SURFACE HAZARDS,JMC ENGINEERING (UK) LTD,0000175673,2182.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,CONSULTANTS TECHNICAL,SURFACE HAZARDS,JMC ENGINEERING (UK) LTD,0000175674,7.71,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,CONSULTANTS TECHNICAL,SURFACE HAZARDS,JMC ENGINEERING (UK) LTD,0000175675,324.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2010,IT SERVICES - OPERATIONS,SURFACE HAZARDS,STAR-APIC UK,0000175399,8000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,IT SERVICES - OPERATIONS,SURFACE HAZARDS,CAPGEMINI UK PLC,0000175868,1150.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175553,18.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,LEGAL COSTS,SURFACE HAZARDS,ANDERSON STRATHERN,0000175623,1510.30,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175638,40.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175775,24.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175776,20.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175777,8.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175778,49.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,LEGAL COSTS,SURFACE HAZARDS,DLA PIPER UK LLP,0000175858,67.56,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000175896,72.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000176121,48.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/10/2010,LEGAL COSTS,SURFACE HAZARDS,LAND REGISTRY,0000176241,40.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/09/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,LIFE SAFETY DISTRIBUTION,0000175631,223.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175932,115.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175933,90.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175934,110.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175935,110.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175936,110.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,GEOTECH,0000175937,110.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,LIFE SAFETY DISTRIBUTION,0000175998,189.55,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,LIFE SAFETY DISTRIBUTION,0000176162,438.60,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176210,90.18,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176220,95.39,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176225,6.59,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176226,11.06,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176227,270.30,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176231,103.06,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176236,33.97,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176239,25.09,,
