,,,,
Full Property Address,Property Reference Number,Primary Liable party name,Current Rateable Value,Account Start date
"Unit 6, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909106N,Furness Internet Ltd,6600,09/11/2006
"Unit 7,, Shore Street, Barrow In Furness, Cumbria, LA14 2UB",105163209047N,Fieldgate Data Services Ltd,5400,01/11/2014
"Unit 8a, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909047N,Gyrodata Ltd,9900,16/05/2013
"Unit 8b, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909049N,Ultima Skills (Morecambe) Ltd,8300,27/07/2015
"Unit 8, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570080N,Sbs (Cumbria) Limited,10500,01/12/2014
"Unit 8, James Freel Close, Barrow In Furness, Cumbria, LA14  2NW",104233909208N,Structural Science Comp. Ltd,66000,13/04/2007
"Unit 8,, Shore Street, Barrow In Furness, Cumbria, LA14 2UB",105163209043N,Eclipse Signs Ltd,5700,01/05/2014
"Unit 8 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909156N,Technical Doc. Cons Ltd,3950,03/11/2008
"Unit 8 & Unit 10 , Andrews Way, Barrow In Furness, Cumbria, LA14 2UD",105253570081N,Furness Fluid Power Ltd,30000,01/07/2014
"Unit 9, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909051N,Centric Office Sols Ltd,34250,01/08/1996
"Unit 9 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909107N,Provident Financial Plc,6200,10/11/2001
"Unit A At 1a , Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570013N,Furness Tyre Services Ltd,6800,01/06/2015
"Unit D At 1a, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570016N,Furness Automotive Ltd,6800,12/07/2015
"United Club And Institute, Friars Lane, Barrow In Furness, Cumbria, LA13 9NN",110525109040N,J N Murray Ltd,10250,19/10/2015
"United Utilities, Salthouse Road, Barrow In Furness, Cumbria, LA14 2UP",108361609765N,United Utilities Water Plc,16250,01/04/2004
"Unitel Direct, 3rd Floor College Ho, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209052N,Unitel Direct Ltd,6900,02/06/2011
"Units 1 & 2, 121-135, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",105117301212N,"Argos Distributors Ltd,",86000,12/06/1992
"Units 12 & 14, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570121N,Nw Pump And Valve Ltd,29500,06/06/2014
"Units 1 & 2, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909158N,Oxley Developments Co Ltd,63500,01/04/2010
"Units 1,2 & R/O Unit 3, Meetings Ind Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552709014N,Gilmour Fabrications Ltd,12750,01/04/2001
"Units 1 & 2, Shore Street, Barrow In Furness, Cumbria, LA14 2UB",105163209035N,Favourstate Ltd T/A Mw Flooring,9300,02/09/1998
"Units 1-3 T.E.C, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909212N,Furness Internet Ltd,7200,08/02/2008
"Units 18 & 20, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570018N,E K Motor Factors Ltd,28250,01/04/2004
"Units 21 & 22 , Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700211N,Larkin Engineering Services Limited,6300,06/09/2013
"Units 23 24 & 25, Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700139N,Searle Audio Ltd,14500,01/04/2009
"Units 3-5 Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709460N,Joss Engineering Ltd,15500,18/07/2005
"Units 41 & 42 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909154N,"Schofield Construction Ltd,",12500,08/04/2003
"Units 47/48 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909247N,L-3 Communications Msuk Ltd,11750,17/09/2012
"Units 7 & 8, Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552709086N,Mike Hughes Kitchens And Bedrooms Limited,9800,08/07/2013
"Units 7a & 7b, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909029N,Diamould Ltd,21250,26/06/2009
"Units 8c & 8d, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909183N,Debenhams Retail Plc,15750,26/03/1997
"Urban Extreme Ltd Indoor Skate Park, James Freel Close, Barrow In Furness, Cumbria, ",104233409205N,Urban Extreme Ltd,44500,28/07/2014
"Urofoam Ltd, Duddon Road, Askam In Furness, Cumbria, LA16  7AN",112963090026N,Urofoam Ltd,63000,01/04/2008
"Vickerstown Pub, Central Drive, Barrow In Furness, Cumbria, LA14 3HU",102411900192N,Inn-Assist Limited,14750,18/08/2011
"Vickerstown School, Mill Lane, Barrow In Furness, Cumbria, LA14 3QS",101137609011N,Cumbria County Council,68000,21/10/2011
"Victoria Academy, Devonshire Road, Barrow In Furness, Cumbria, LA14 5NE",109118509060N,Victoria Academy,25250,01/09/2015
"Victoria Hall, Suite 12a, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709083N,Teem Recruitment Ltd,3500,05/01/2015
"Victoria Hall, Suite 12b, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709084N,99 Hippos Ltd,6900,01/06/2013
"Victoria Hall, Suite 6, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709093N,Musson Projects Llp,8900,15/04/2014
"Victoria Hall, Suite 7c, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709179N,A4e Ltd,960,01/05/2012
"Victoria Infant School, Oxford Street, Barrow In Furness, Cumbria, LA14 5QN",109251209025N,Cumbria County Council,28500,01/04/2000
"Victoria Tavern., Oxford Street, Barrow In Furness, Cumbria, LA14 5QL",107151209092N,Greene King Pub Co.,69000,01/04/2010
"Vodafone 3754 At Roof Top Craven House, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",103342709158N,Vodafone Ltd,9000,01/04/2004
"Vodafone Site 35975, Neil Martin Ltd Compound, Bouthwood Road, Barrow In Furness, Cumbria, LA14 4RD",106507669203N,Vodafone Ltd,6000,15/06/2005
"Waites Pressings Ltd, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709187N,Waites Pressings Ltd,34750,02/01/2012
"Walney Central Pre School,, Central Drive, Barrow In Furness, Cumbria, LA14 3HY",102411901042N,Walney Central Pre-School,5500,01/09/2013
"Walney Central Rfc,, Central Drive, Barrow In Furness, Cumbria, LA14 3HY",101311909060N,Walney Central Arlfc,3400,01/04/1990
"Walney Island Football Club, Ocean Road, Barrow In Furness, Cumbria, LA14 3HN",102106809011N,Walney Island Fc,1425,01/04/1990
"Walney Marine Club, Promenade, Barrow In Furness, Cumbria, LA14 3PE",101254809090N,Walney Marine Club,4500,01/04/1990
"Walney Road Offices (Tb Group Yard), Unit 1, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209068N,Tb Group Ltd,6800,01/04/2015
"Walney School, Sandy Gap Lane, Barrow In Furness, Cumbria, LA14 3JL",102407209020N,Walney School,312500,01/04/2010
"Ward Group, James Freel Close, Barrow In Furness, Cumbria, LA14 2NW",104274209310N,"T Ward & Son Ltd,",43500,12/07/2004
"Warehouse Adj Bridgegate Garage, Flass Lane, Barrow In Furness, Cumbria, LA13 OBZ",110224209200N,T W & A Pullin Ltd,7900,25/02/2004
"Warehouse And Premises, Tippins Lane, Tippings Lane, Askam In Furness, Cumbria, LA16 7HA",112599002554N,Furness Cars & Commercials Ltd,14250,19/11/1991
"Washington Hotel, Roose Road, Barrow In Furness, Cumbria, LA13 9RG",108359009010N,Blake Henderson Ltd,28000,31/10/2015
"Wellington Hotel, 63, Market Street, Dalton In Furness, Cumbria, LA15 8AW",112287600630N,Emu Enterprises Ltd,41750,16/02/2015
"West Cumberland Farmers, Wcf Yard, Pennington Lane, Lindal In Furness, Cumbria, LA12 OLA",112239910215N,Playdale Playgrounds Ltd,15500,01/01/2015
"West Mount Lawn Tennis & Bowling, Abbey Road, Barrow In Furness, Cumbria, LA14 5LF",107100109360N,West Mount Tennis & Bowling Club,1750,01/04/1990
"West Of Duddon Wind Farm, Ramsey Way, Barrow In Furness, Cumbria, LA14 2GR",103357209005N,Dong Energy Power (Uk) Ltd,199000,07/04/2014
"West Shore Bowling Club, 32, Biggar Bank Road, Barrow In Furness, Cumbria, LA14 3YF",102106800320N,West Shore Bowling Club,9700,01/04/1990
"West Shore Caravan Park, West Shore Park, Barrow In Furness, Cumbria, LA14 3XZ",101421409020N,The Berkeley Leisure Group Ltd,3550,10/04/2014
"Wheatsheaf Hotel, Hindpool Road, Barrow In Furness, Cumbria, LA14 1XZ",104531201210N,Blake Henderon Ltd,8100,03/10/2015
"White Horse Inn, 6-8, Market Street, Dalton In Furness, Cumbria, LA15 8AT",113187600060N,Specpride Limited,9000,29/06/2012
"Wicks Lindel Ltd., Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14 4QR",106552709212N,Wicks Lindel Ltd,64500,01/12/2008
"Workshop Adj Council Store, Barrow Park, Abbey Road, Barrow In Furness, Cumbria, LA13 9BD",107300109966N,Continental Landscapes Ltd,2150,01/04/2010
"Yarl Hydraulics, Scarth Road, Barrow In Furness, Cumbria, LA14 4RF",106552709350N,"Yarl Ltd,",15500,01/04/1990
"Yarlside Academy, Red Oak Avenue, Barrow In Furness, Cumbria, LA13 OLH",111458009000N,Yarlside Academy,29250,01/09/2015
"Yarlside Stores, Yarlside Road, Barrow In Furness, Cumbria, LA13 OEY",111478209050N,Holbeck Stores Limited T/A Yarlside Stores,10500,28/10/2013
"Youngs Furnishers, Small Store In T B Group Yard, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209181N,Tb Group Ltd,1175,01/01/2013
"Youngs Furnishers (Tb Group Yard), Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209078N,Tb Group Ltd,8100,01/04/2014
