Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,17/01/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,£571.15
Rochdale BC,17/01/2014,BRITISH GAS BUSINESS,Utilities,CHILDREN’S SOCIAL CARE,TOWNHEAD,£646.52
Rochdale BC,17/01/2014,BRITISH GAS BUSINESS,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,£679.25
Rochdale BC,15/01/2014,BRITISH TELECOMMUNICATIONS PLC,Information Communication Technology,PROPERTY AND HIGHWAYS,SOUTH HEYWOOD IMP HOPWOOD TRIANGLE,"£3,500.00"
Rochdale BC,07/01/2014,BROOKE EDGLEY SPECIALIST TECH SERV LTD,Health & Safety ,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,"£1,855.00"
Rochdale BC,21/01/2014,BROWNS BOOK FOR STUDENTS,Education,CHILDREN’S SOCIAL CARE,ASYE - DFE,£595.00
Rochdale BC,08/01/2014,BTW SHIELLS,Facilities & Management Services,CORPORATE SERVICES,WHEATSHEAF LIBRARY,"£22,466.37"
Rochdale BC,06/01/2014,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£10,291.05"
Rochdale BC,06/01/2014,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,623.00"
Rochdale BC,27/01/2014,BUILDING DESIGN PARTNERSHIP,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN HALL FEASIBILITY,"£23,708.40"
Rochdale BC,08/01/2014,BUILDING SERVICES DESIGN,Consultancy,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£900.00
Rochdale BC,01/01/2014,BURNSIDE CENTRE MANAGERS,Financial Services,CORPORATE SERVICES,BURNSIDE CENTRE,"£6,550.00"
Rochdale BC,06/01/2014,BURNSIDE PRE-SCHOOL ACCOUNT,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,900.50"
Rochdale BC,06/01/2014,BURNSIDE PRE-SCHOOL ACCOUNT,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,732.54"
Rochdale BC,06/01/2014,BUTTERCUPS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,960.20"
Rochdale BC,06/01/2014,BUTTERCUPS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,775.46"
Rochdale BC,06/01/2014,BUTTONS & BOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,390.55"
Rochdale BC,06/01/2014,BUTTONS & BOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,744.28"
Rochdale BC,02/01/2014,C H W LODGINGS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,985.71"
Rochdale BC,30/01/2014,C2C SYSTEMS LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£9,500.00"
Rochdale BC,06/01/2014,CABBAGE PATCH PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,350.75"
Rochdale BC,06/01/2014,CABBAGE PATCH PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,546.47"
Rochdale BC,08/01/2014,CABLE & WIRELESS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£908.81
Rochdale BC,13/01/2014,CABLE & WIRELESS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,750.06"
Rochdale BC,30/01/2014,CABLE & WIRELESS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£855.07
Rochdale BC,29/01/2014,CACI LIMITED,Information Communication Technology,CHILDREN’S SOCIAL CARE,PREVENTION,£792.59
Rochdale BC,15/01/2014,CAPITA BUSINESS SERVICES LIMITED,Human Resources,FINANCE SERVICES,TECHNICAL SUPPORT,£500.00
Rochdale BC,09/01/2014,CAR 2000 (HEYWOOD) LLP,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,653.75"
Rochdale BC,09/01/2014,CAR 2000 (HEYWOOD) LLP,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£540.00
Rochdale BC,09/01/2014,CAR 2000 (HEYWOOD) LLP,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£912.00
Rochdale BC,09/01/2014,CAR 2000 (HEYWOOD) LLP,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£930.00
Rochdale BC,29/01/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£52,930.00"
Rochdale BC,29/01/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£2,000.00"
Rochdale BC,29/01/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,TEACHER`S PAY GRANT YPLA,"£3,461.00"
Rochdale BC,03/01/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,668.69"
Rochdale BC,10/01/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,371.92"
Rochdale BC,16/01/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,535.82"
Rochdale BC,24/01/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,531.66"
Rochdale BC,31/01/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,534.35"
Rochdale BC,09/01/2014,CARE FACILITY MANAGEMENT,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,£950.00
Rochdale BC,13/01/2014,CARE TODAY CHILDRENS SERVICES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£12,377.99"
Rochdale BC,06/01/2014,CARERS FEDERATION,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£7,857.14"
Rochdale BC,03/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,863.02"
Rochdale BC,10/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,959.88"
Rochdale BC,13/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£36,426.84"
Rochdale BC,16/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,467.98"
Rochdale BC,24/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,875.81"
Rochdale BC,31/01/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,713.82"
Rochdale BC,09/01/2014,CARLTON MINIBUSES,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,140.00"
Rochdale BC,31/01/2014,CARLTON MINIBUSES,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£4,180.00"
Rochdale BC,01/01/2014,CASTLEMERE COMMUNITY CENTRE,Unclassifiable,CORPORATE SERVICES,CASTLEMERE COMMUNITY CENTRE,"£3,275.00"
Rochdale BC,03/01/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,258.33"
Rochdale BC,10/01/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,533.62"
Rochdale BC,16/01/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,325.11"
Rochdale BC,24/01/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,689.32"
Rochdale BC,31/01/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,959.92"
Rochdale BC,03/01/2014,CASTLEROYLE PRIVATE HIRE,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£5,162.00"
Rochdale BC,27/01/2014,CASTLEROYLE PRIVATE HIRE,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£4,043.00"
Rochdale BC,06/01/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,940.30"
Rochdale BC,06/01/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,156.42"
Rochdale BC,30/12/2013,CASTLETON HEALTH CENTRE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£3,650.33"
Rochdale BC,22/01/2014,CASTLETON PRIMARY SCHOOL,Public Bodies,EARLY HELP AND SCHOOLS,DAY TO DAY REPAIRS & SERVICING OF PLANT,"£2,000.00"
Rochdale BC,20/01/2014,CF CORPORATE FINANCE LTD,Financial Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£823.80
Rochdale BC,09/01/2014,CHANCES,Unclassifiable,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£1,837.70"
Rochdale BC,06/01/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,06/01/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,181.96"
Rochdale BC,03/01/2014,CHAUFFEUR TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,140.00"
Rochdale BC,13/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,737.10"
Rochdale BC,13/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,575.97"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,905.63"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,631.34"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,370.01"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,587.01"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,423.33"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,538.34"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,861.67"
Rochdale BC,21/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale BC,23/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,756.64"
Rochdale BC,01/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£5,666.67"
Rochdale BC,01/01/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£13,000.00"
Rochdale BC,29/01/2014,CHOICE SUPPORT AND TRANSPORT,Public Transport,EARLY HELP AND SCHOOLS,MIDDLETON APPRENTICESHIP PROJECT,"£1,750.00"
Rochdale BC,21/01/2014,CHRISTMAS PLUS,Domestic Goods,PROPERTY AND HIGHWAYS,KIRKHOLT CHRISTMAS LIGHTS,"£3,070.20"
Rochdale BC,21/01/2014,CHRISTMAS PLUS,Domestic Goods,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,"£20,399.40"
Rochdale BC,10/01/2014,CHUBB FIRE LIMITED,Health & Safety ,PROPERTY AND HIGHWAYS,NEWBOLD CHILDRENS CENTRE,"£1,039.19"
Rochdale BC,23/01/2014,CITY LIFT SERVICES,Facilities & Management Services,PROPERTY AND HIGHWAYS,NEWBOLD BUILDINGS,"£1,000.00"
Rochdale BC,08/01/2014,CIVICA UK LIMITED,Vehicle Management,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,093.76"
Rochdale BC,08/01/2014,CIVICA UK LIMITED,Vehicle Management,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,526.70"
Rochdale BC,17/01/2014,CLEARWATER RISK MANAGEMENT LTD,Human Resources,CORPORATE SERVICES,COURSES SCHOOL SAFETY,"£2,550.00"
Rochdale BC,06/01/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,06/01/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,486.48"
Rochdale BC,09/01/2014,CLOVER SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£10,757.82"
Rochdale BC,31/01/2014,CLOVER SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,£650.00
Rochdale BC,31/01/2014,CLOVER SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£1,267.50"
Rochdale BC,01/01/2014,CLOVERHALL TENANTS ASSOCIATION CO-OPERAT,Financial Services,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,"£1,102.80"
Rochdale BC,06/01/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£6,370.65"
Rochdale BC,06/01/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,872.81"
Rochdale BC,03/01/2014,COACH OPTIONS LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,320.00"
Rochdale BC,08/01/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£624.00
Rochdale BC,08/01/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£654.00
Rochdale BC,08/01/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£969.00
Rochdale BC,21/01/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£576.00
Rochdale BC,21/01/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£954.00
Rochdale BC,03/01/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£12,442.48"
Rochdale BC,10/01/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,408.60"
Rochdale BC,16/01/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,761.82"
Rochdale BC,24/01/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£12,212.07"
Rochdale BC,31/01/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£12,194.01"
Rochdale BC,08/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£669.90
Rochdale BC,13/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£684.31
Rochdale BC,03/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,336.91"
Rochdale BC,10/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,863.32"
Rochdale BC,16/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,501.03"
Rochdale BC,24/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,350.31"
Rochdale BC,31/01/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,287.59"
Rochdale BC,29/01/2014,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING UNITARY CHARGE,"£270,277.21"
Rochdale BC,30/12/2013,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING UNITARY CHARGE,"£277,181.25"
Rochdale BC,14/01/2014,COMMUNITY PRODUCTS (UK) LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DERBY ST CHILDRENS CENTRE,£612.00
Rochdale BC,09/01/2014,CONNECT CARS (MIDDLETON) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
Rochdale BC,27/01/2014,CONNECT CARS (MIDDLETON) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£870.00
Rochdale BC,27/01/2014,CONNECT CARS (MIDDLETON) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
Rochdale BC,29/01/2014,CO-OPERATIVE BANK PLC,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£1,525.45"
Rochdale BC,17/01/2014,CO-OPERATIVE BANK PLC,Financial Services,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,£759.00
Rochdale BC,17/01/2014,CO-OPERATIVE BANK PLC,Financial Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£976.00
Rochdale BC,17/01/2014,CO-OPERATIVE BANK PLC,Financial Services,ECONOMY AND ENVIRONMENT,ENV HEAD OF SERVICE M AND SS,£616.00
Rochdale BC,17/01/2014,CO-OPERATIVE BANK PLC,Financial Services,CORPORATE SERVICES,LEGAL SERVICES,"£1,313.00"
Rochdale BC,01/01/2014,CORE ASSETS CHILDRENS SERVICES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£970.33
Rochdale BC,30/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£4,365.07"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,040.80"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£3,384.37"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CHILDREN’S SOCIAL CARE,CROSSFIELD MILL,£884.75
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,670.30"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PROPERTY AND HIGHWAYS,DISPOSAL COSTS,£731.78
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,EMPLOYMENT LINKS CENTRE H,£508.55
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,GATEWAY,£663.22
Rochdale BC,21/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,GREAT HOWARTH HOSTEL,"£1,024.46"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CORPORATE SERVICES,HEALTH & SAFETY GENERAL,£708.03
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CORPORATE SERVICES,HEYWOOD LIBRARY,£722.54
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,419.19"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£1,268.02"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CORPORATE SERVICES,LITTLEBOROUGH LIBRARY,"£1,206.66"
Rochdale BC,14/01/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE,£541.23
