Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,25/04/2014,RICOH UK LTD,Facilities & Management Services,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,189.78"
Rochdale,25/04/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,098.51"
Rochdale,08/04/2014,RNC ENTERPRISES LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£10,317.66"
Rochdale,25/04/2014,SAFETY IN NUMBERS SECURITY SERVICES LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,£505.00
Rochdale,01/04/2014,ST JAMES CE PRIMARY SCHOOL,Facilities & Management Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£1,269.00"
Rochdale,08/04/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,632.00"
Rochdale,08/04/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,712.00"
Rochdale,22/04/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,075.00"
Rochdale,16/04/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,095.00"
Rochdale,02/04/2014,SWIFT SECURITY PRODUCTS LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,HIGHWOOD RESOURCE CENTRE,"£1,291.26"
Rochdale,16/04/2014,UNITED FLAG & FLAGSTAFFS LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,ARMED FORCES EVENTS,£834.35
Rochdale,17/04/2014,ABRACADABRA PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,603.80"
Rochdale,17/04/2014,ABRACADABRA PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,177.18"
Rochdale,25/04/2014,ABRACADABRA PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,ALKRINGTON PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,473.92"
Rochdale,25/04/2014,ALKRINGTON PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,AUNT MARYS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,603.80"
Rochdale,17/04/2014,AUNT MARYS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,555.92"
Rochdale,25/04/2014,AUNT MARYS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,03/04/2014,B E T R A,Financial Services,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,£800.00
Rochdale,01/04/2014,BACK OTH MOSS COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,BACK O TH MOSS COMMUNITY CENTRE,"£10,575.00"
Rochdale,17/04/2014,BAMFORD PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,17/04/2014,BAMFORD PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,542.31"
Rochdale,25/04/2014,BAMFORD PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,BEECH HOUSE SCHOOL LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,673.00"
Rochdale,17/04/2014,BEECH HOUSE SCHOOL LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,329.36"
Rochdale,25/04/2014,BEECH HOUSE SCHOOL LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,08/04/2014,BELMONT SCHOOL LIMITED,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,658.00"
Rochdale,08/04/2014,BELMONT SCHOOL LIMITED,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£9,810.12"
Rochdale,08/04/2014,BELMONT SCHOOL LIMITED,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,347.68"
Rochdale,08/04/2014,BELMONT SCHOOL LIMITED,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,658.00"
Rochdale,23/04/2014,BRIGHT FUTURES SCHOOL LTD,Financial Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£16,281.65"
Rochdale,01/04/2014,BROOKSIDE COMMUNITY ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,BROOKSIDE COMMUNITY CENTRE,£900.00
Rochdale,01/04/2014,BURNSIDE CENTRE MANAGERS,Financial Services,CUSTOMERS & CORPORATE SERVICES,BURNSIDE CENTRE,"£6,550.00"
Rochdale,17/04/2014,BURNSIDE PRE-SCHOOL ACCOUNT,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,564.00"
Rochdale,17/04/2014,BURNSIDE PRE-SCHOOL ACCOUNT,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,348.32"
Rochdale,25/04/2014,BURNSIDE PRE-SCHOOL ACCOUNT,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,BUTTERCUPS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,673.00"
Rochdale,17/04/2014,BUTTERCUPS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,432.80"
Rochdale,25/04/2014,BUTTERCUPS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,BUTTONS & BOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,207.60"
Rochdale,17/04/2014,BUTTONS & BOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,742.85"
Rochdale,25/04/2014,BUTTONS & BOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,CABBAGE PATCH PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£9,088.20"
Rochdale,17/04/2014,CABBAGE PATCH PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,512.20"
Rochdale,25/04/2014,CABBAGE PATCH PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,25/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,16-19 BURSARY FUND YPLA,"£4,222.00"
Rochdale,01/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£2,000.00"
Rochdale,01/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£52,930.00"
Rochdale,25/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£2,000.00"
Rochdale,25/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,6TH FORM FUNDING,"£52,930.00"
Rochdale,01/04/2014,CARDINAL LANGLEY R C HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,TEACHER`S PAY GRANT YPLA,"£3,457.00"
Rochdale,08/04/2014,CATHOLIC BLIND INSTITUTE,Financial Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"£13,139.00"
Rochdale,17/04/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,603.80"
Rochdale,17/04/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£18,174.41"
Rochdale,25/04/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,069.20"
Rochdale,17/04/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,164.80"
Rochdale,25/04/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,COSY TOES PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,663.64"
Rochdale,25/04/2014,COSY TOES PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,08/04/2014,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,484.00"
Rochdale,16/04/2014,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,484.00"
Rochdale,01/04/2014,CRIMBLE CROFT COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,HEYWOOD EAST COMMUNITY CENTRE,"£8,125.00"
Rochdale,17/04/2014,CRIMBLE CROFT PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,484.40"
Rochdale,17/04/2014,CRIMBLE CROFT PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£15,185.88"
Rochdale,25/04/2014,CRIMBLE CROFT PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,01/04/2014,CROSSGATES PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£1,351.00"
Rochdale,17/04/2014,CUTGATE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,17/04/2014,CUTGATE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,302.96"
Rochdale,25/04/2014,CUTGATE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,742.20"
Rochdale,17/04/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,395.50"
Rochdale,25/04/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,01/04/2014,DEEPLISH COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,DEEPLISH COMMUNITY CENTRE,"£10,800.00"
Rochdale,01/04/2014,DEMESNE COMMUNITY ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,DEMESNE COMMUNITY CENTRE,"£10,100.00"
Rochdale,17/04/2014,DERBY STREET NURSERY UNIT,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,069.20"
Rochdale,25/04/2014,DERBY STREET NURSERY UNIT,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,ELM STREET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,138.40"
Rochdale,17/04/2014,ELM STREET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,584.19"
Rochdale,25/04/2014,ELM STREET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£8,553.60"
Rochdale,17/04/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,611.83"
Rochdale,25/04/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,10/04/2014,FAMILY ACTION,Financial Services,CHILDREN’S SOCIAL CARE,YOUNG CARERS,"£40,375.00"
Rochdale,17/04/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,742.20"
Rochdale,17/04/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,193.04"
Rochdale,25/04/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,08/04/2014,FIRWOOD MANOR PREPARATORY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£1,519.70"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,276.80"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,603.80"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£19,954.84"
Rochdale,25/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£12,019.32"
Rochdale,25/04/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,742.20"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,273.88"
Rochdale,25/04/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£14,434.20"
Rochdale,17/04/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£17,187.12"
Rochdale,25/04/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£6,415.20"
Rochdale,17/04/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£18,714.24"
Rochdale,25/04/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,15/04/2014,GMCA,Financial Services,ECONOMY AND ENVIRONMENT,GMPTE LEVY,"£1,554,300.00"
Rochdale,16/04/2014,GREATER MANCHESTER BUILDING PRESERVATION TRUST,Financial Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,£750.00
Rochdale,08/04/2014,GREENHALGH KERR,Financial Services,FINANCE SERVICES,BUSINESS RATES BILLING AND COLLECTION,"£2,382.00"
Rochdale,08/04/2014,GREENHALGH KERR,Financial Services,FINANCE SERVICES,BUSINESS RATES BILLING AND COLLECTION,"£1,581.00"
Rochdale,17/04/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,138.40"
Rochdale,17/04/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,796.18"
Rochdale,25/04/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,880.60"
Rochdale,17/04/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£17,445.02"
Rochdale,25/04/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,14/04/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"£1,000.00"
Rochdale,17/04/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,721.60"
Rochdale,25/04/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,01/04/2014,HEYBROOK PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£2,545.45"
Rochdale,17/04/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,880.60"
Rochdale,17/04/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,281.51"
Rochdale,25/04/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,HOPWOOD PARK PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,998.40"
Rochdale,25/04/2014,HOPWOOD PARK PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,HOWARD STREET NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£9,622.80"
Rochdale,17/04/2014,HOWARD STREET NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,112.64"
Rochdale,25/04/2014,HOWARD STREET NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,24/04/2014,INDEPENDENT CHOICES MANCHESTER LTD,Financial Services,CUSTOMERS & CORPORATE SERVICES,CRIME PREVENTION AND COMMUNITY SAFETY,£500.00
Rochdale,01/04/2014,KINGSWAY PARK HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£2,233.00"
Rochdale,17/04/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,484.40"
Rochdale,17/04/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"£1,000.00"
Rochdale,17/04/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,292.64"
Rochdale,25/04/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£10,692.00"
Rochdale,14/04/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"£1,000.00"
Rochdale,17/04/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£27,578.88"
Rochdale,25/04/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,276.80"
Rochdale,17/04/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£15,222.18"
Rochdale,25/04/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,01/04/2014,MATTHEW MOSS HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£16,181.82"
Rochdale,01/04/2014,MEADOWFIELD COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,MEADOWFIELD,"£9,575.00"
Rochdale,17/04/2014,MILNROW PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,673.00"
Rochdale,17/04/2014,MILNROW PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£16,064.11"
Rochdale,25/04/2014,MILNROW PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£20,314.80"
Rochdale,17/04/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£25,460.06"
Rochdale,25/04/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,16/04/2014,NFT DISTRIBUTION OPERATIONS LTD,Financial Services,EARLY HELP AND SCHOOLS,MIDDLETON APPRENTICESHIP PROJECT,"£1,750.00"
Rochdale,17/04/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,603.80"
Rochdale,17/04/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,533.21"
Rochdale,25/04/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,23/04/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,£876.00
Rochdale,01/04/2014,NORTH AREA PARTNERSHIP,Financial Services,CUSTOMERS & CORPORATE SERVICES,NORTH AREA PARTNERSHIP,"£8,250.00"
Rochdale,08/04/2014,OAKFIELD HOUSE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,398.00"
Rochdale,17/04/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,207.60"
Rochdale,17/04/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,270.40"
Rochdale,25/04/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,10/04/2014,PACE,Financial Services,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£3,332.00"
Rochdale,08/04/2014,PONTVILLE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£22,734.00"
Rochdale,23/04/2014,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,ROCHDALE CONNEXTIONS PARTNERSHIP,"£112,500.00"
Rochdale,24/04/2014,PROPERTY SOLUTIONS GB NORTH LTD,Financial Services,CHILDREN’S SOCIAL CARE,ASYLUM SEEKERS,£650.00
