Resource/Capital,Budget Boundary,Category,PESA dept group (excl splits),Dept group alias (excl splits),NAC,Economic category,Code,Code description,SBI,Activity,Spending programme,April 2010 MTH,May 2010 MTH,June 2010 MTH,July 2010 MTH,August 2010 MTH,September 2010 MTH,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P251D060,P25 National Measurement Office Programme,SBI25,ACT0501,SBI25 ACT05 Accelerating commercial exploitation of creativity and knowledge,0,27,4,0,-10,"1,688",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P25ND137,P25Technology Strategy Board Non-Voted DEL (ringfence),SBI25,ACT0501,SBI25 ACT05 Accelerating commercial exploitation of creativity and knowledge,832,832,834,-692,"-1,038",192,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P25ND107,P25Design Council Expenditure,SBI25,ACT0502,SBI25 ACT05 Encouraging science and innovation in the public sector,7,7,7,7,-28,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P25ND301,P25HEFCE own expenditure,SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P25ND306,P25 Student Loans Company (England),SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,954,954,"-1,292",-53,221,1,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P251D003,P25 Skills Funding Agency voted DEL,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,24,24,24,44,291,128,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1504,Gross capital procurement,P25ND312,P25Commission for Employment and Skills non-voted,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,3,3,4,34,14,81,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1601,Income from sales of assets,P25ND101,P25RDA Resource expenditure England,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,60,378,0,-248,-4,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1601,Income from sales of assets,P251D073,P25Departmental central services (classed as programme),SBI25,ACT0107,SBI25 ACT01 Professional support and Infrastructure,0,0,2,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1601,Income from sales of assets,P25ND204,P25Medical Research Council DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,0,0,0,"-3,740",0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",E1601,Income from sales of assets,P25ND205,P25NERC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,0,0,0,-404,0,-84,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P251D006,P25Regional selective assistance,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,0,0,0,800,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P25ND101,P25RDA Resource expenditure England,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"60,271","-37,491","34,669","26,843","16,667","18,921",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P251D051,P25Enterprise Fund/SFLGS resource expenditure,SBI25,ACT0102,SBI25 ACT01 Better Regulation,"-1,820","-1,963","-1,580","1,010","1,774","2,019",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P251D094,P25Enterprise Finance Guarantee,SBI25,ACT0102,SBI25 ACT01 Better Regulation,0,0,0,"-1,189","3,768","-3,868",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P25ND116,P25SFLGS provision payment and release,SBI25,ACT0102,SBI25 ACT01 Better Regulation,"15,580",3,-557,"1,515","13,440",0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G1001,Capital grants to private sector companies,P25ND222,P25AHRC Resource expenditure UK,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,160,0,160,160,160,379,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D006,P25Regional selective assistance,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,350,-200,0,0,-33,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D119,P25Strategic Investment Fund - Business Related,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"3,584","2,663","3,983","1,294","2,006","8,403",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D120,P25Low Carbon Projects,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,-3,"3,200",3,330,"2,417",647,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D031,P25 Capital Enterprise Fund (formerly AD119),SBI25,ACT0102,SBI25 ACT01 Better Regulation,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND201,P25BBSRC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"3,000",571,"2,938","4,486","4,872","10,835",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND202,P25ESRC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"1,000",400,"1,450","1,500","1,550","3,460",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND203,P25EPSRC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"3,365",-33,"3,232","3,291","3,313","6,428",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND204,P25Medical Research Council DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,0,"1,062",0,"10,492",753,"1,432",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND205,P25NERC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"1,273","-1,183",110,-190,0,"1,206",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND221,P25 Science and Technology Facilities Council non voted DEL,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"3,488","-2,503",704,"1,126","1,465",735,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P252D019,P25Research Capital Investment Fund - Scotland,SBI25,ACT0202,SBI25 ACT02 Departmental Science programmes,0,0,"5,907",0,0,"5,740",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P252D020,P25Research Capital Investment Fund - Wales,SBI25,ACT0202,SBI25 ACT02 Departmental Science programmes,"1,508",0,0,"1,508",0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P252D021,P25research Capital Investment Fund - Northern Ireland,SBI25,ACT0202,SBI25 ACT02 Departmental Science programmes,0,0,393,107,597,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND303,P25HEFCE (Science ring fence),SBI25,ACT0202,SBI25 ACT02 Departmental Science programmes,869,982,"32,406","3,903","3,284","34,606",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND137,P25Technology Strategy Board Non-Voted DEL (ringfence),SBI25,ACT0501,SBI25 ACT05 Accelerating commercial exploitation of creativity and knowledge,463,463,464,"3,917","-1,353",750,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D002,P25 HE Student Support and associated expenditure,SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND121,P25 HEFCE QR (Quality-Related) Research Ringfenced,SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,"12,033","12,033","12,035","4,114","3,460","36,469",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P25ND301,P25HEFCE own expenditure,SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,"17,253","17,253","17,253",-666,"4,282","45,132",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D003,P25 Skills Funding Agency voted DEL,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,"36,770","36,770","36,770","37,310","33,925","68,733",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G2001,Capital grants to persons and non-profit bodies,P251D026,P25 FE Skills and associated expenditure,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G4501,Capital support for PCs,P251D054,P25 Savings gateway,SBI25,ACT0106,SBI25 ACT01 Government as Shareholder,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G5001,Capital grants abroad,P25ND205,P25NERC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,0,"1,183","1,184","1,183","1,183","2,267",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",G5001,Capital grants abroad,P25ND221,P25 Science and Technology Facilities Council non voted DEL,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,182,"2,503","2,059","3,311","8,812","11,834",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P251D044,P25Launch Investments ,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P251D119,P25Strategic Investment Fund - Business Related,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,"17,734",0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P25C1D03,P25Launch Investments BS CFER,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"1,977","-6,732","-12,043","-10,141","8,971","-10,277",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P25ND101,P25RDA Resource expenditure England,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,192,"6,880","-2,500","1,077","4,604","-3,801",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P251D031,P25 Capital Enterprise Fund (formerly AD119),SBI25,ACT0102,SBI25 ACT01 Better Regulation,"3,865","1,924","2,703","2,913","3,367","-2,600",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P251D089,P25 Capital for Enterprise Fund 2009,SBI25,ACT0102,SBI25 ACT01 Better Regulation,"5,509","1,000","1,320",70,0,"-3,530",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H1001,Net lending to private sector and abroad,P251D094,P25Enterprise Finance Guarantee,SBI25,ACT0102,SBI25 ACT01 Better Regulation,0,0,"1,515","-1,515",0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D063,P25OFCOM,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,917,-917,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D083,P25British Shipbuilders (Merchant),SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,"4,000",0,0,"-4,000","4,000",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D119,P25Strategic Investment Fund - Business Related,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,0,"1,316",721,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D092,P25 Enterprise Growth/Business Investment non ring fence,SBI25,ACT0102,SBI25 ACT01 Better Regulation,-128,0,0,0,0,"-2,774",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D056,P25Companies House voted DEL,SBI25,ACT0103,SBI25 ACT01 Free and Fair Markets,0,0,0,0,"-1,250",0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",H3501,Capital support for PCs,P251D057,P25UK Intellectual Property Office loan repayment,SBI25,ACT0501,SBI25 ACT05 Accelerating commercial exploitation of creativity and knowledge,-42,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",K1001,Other,P251D044,P25Launch Investments ,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"5,791",0,"2,940",0,0,"4,525",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",K1001,Other,P25C1D03,P25Launch Investments BS CFER,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"-1,977",0,-93,0,"1,781","-2,684",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",K1001,Other,P25ND101,P25RDA Resource expenditure England,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,0,0,0,-136,-534,"2,322",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",K1001,Other,P251D092,P25 Enterprise Growth/Business Investment non ring fence,SBI25,ACT0102,SBI25 ACT01 Better Regulation,11,62,84,36,100,310,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",N1001,Capital support for LG,P251D013,P25London Development Agency,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"20,000","15,000","43,000","16,000",0,"-7,080",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",N1001,Capital support for LG,P25ND136,P25 RDA expenditure on Local Authorities,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"7,883","-34,453","10,572","16,221","19,943","8,206",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P251D012,P25RDA Receipts from OGDs,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,"-151,967",0,"14,725","-106,520","-3,158","75,095",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P25ND201,P25BBSRC DEL expenditure,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,"-1,000",-146,"-1,225",-673,-265,"-1,654",,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P25ND221,P25 Science and Technology Facilities Council non voted DEL,SBI25,ACT0201,SBI25 ACT02 Expenditure of Research Councils,-715,0,-215,-572,"-1,073",-171,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P25ND301,P25HEFCE own expenditure,SBI25,ACT0601,SBI25 ACT06 Improving skills & Building social and community cohesion,-199,-199,-197,-730,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P251D003,P25 Skills Funding Agency voted DEL,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,0,0,0,-304,117,-467,,,
Capital,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",W1501,Other,P253D002,P25Receipts from DCSF (LSC) Education General,SBI25,ACT0602,SBI25 ACT06 Strengthening further and higher education,0,0,0,0,0,0,,,
Capital,DEL,Prog,"Business, Innovation and Skills",UK Trade and Investment,E1504,Gross capital procurement,P26UKT10,P26Trade Development DEL,SBI26,ACT0101,SBI26 ACT01 UK Trade & Investment,-91,491,781,20,-921,207,,,
Capital,DEL,Prog,Cabinet Office,Cabinet Office,G1001,Capital grants to private sector companies,P48OTE04,P48OTE04 Office of the Third Sector - HO,SBI48,ACT0101,SBI48 ACT01 Cabinet Office,"5,086",48,37,"2,548","2,500","-1,954",,,
Capital,DEL,Prog,Cabinet Office,Cabinet Office,G2001,Capital grants to persons and non-profit bodies,P48OTE07,P48OTE07 Office of the Third Sector - HO,SBI48,ACT0101,SBI48 ACT01 Cabinet Office,0,0,"16,000",0,0,0,,,
Capital,DEL,Prog,Cabinet Office,Cabinet Office,G2001,Capital grants to persons and non-profit bodies,P48OTE10,P48OTE10 Office of the Third Sector,SBI48,ACT0101,SBI48 ACT01 Cabinet Office,0,27,34,17,76,59,,,
Capital,DEL,Prog,Cabinet Office,Cabinet Office,H1001,Net lending to private sector and abroad,P48OTE04,P48OTE04 Office of the Third Sector - HO,SBI48,ACT0101,SBI48 ACT01 Cabinet Office,0,0,0,119,217,50,,,
Capital,DEL,Prog,Cabinet Office,Cabinet Office,N1001,Capital support for LG,P48OTE04,P48OTE04 Office of the Third Sector - HO,SBI48,ACT0101,SBI48 ACT01 Cabinet Office,0,0,0,0,0,"2,745",,,
