Department Family,Entity,Transaction Date,Name,Description,Description,Description,Transaction Reference,Base Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193333,32.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193334,124.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193335,61.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193336,47.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193337,120.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193338,71.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193339,26.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193340,83.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193485,63.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193486,54.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2012,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000193487,62.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,STATIONERY,FACILITIES MANAGEMENT,OFFICE SOLUTIONS-OFFCE SPPLIES,COMPANY BARCLAYCARD,0000193419,812.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-SPCLST CNTRT,HAYS,0000192810,882.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-SPCLST CNTRT,HAYS,0000192811,524.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-SPCLST CNTRT,HAYS,0000193201,882.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-SPCLST CNTRT,HAYS,0000193202,882.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,SITE MAINTENANCE,FACILITIES MANAGEMENT,PROF SER-ENVIRONMENTAL SRVICES,ULYETT LANDSCAPES LIMITED,0000193076,688.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,SITE MAINTENANCE,FACILITIES MANAGEMENT,PROF SER-ENVIRONMENTAL SRVICES,ULYETT LANDSCAPES LIMITED,0000193111,495.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,FARES - PUBLIC TRANSPORT,FACILITIES MANAGEMENT,TRAVEL&EVENTS-TAXI,ACE OF MANSFIELD LTD,0000193078,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000192818,-284.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000192819,181.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000192820,-1709.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000193073,-319.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,ALPHABET (UK) FLEET MAN L,0000193261,29640.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,LEX AUTOLEASE LTD,0000192814,556.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,LEX AUTOLEASE LTD,0000192815,992.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,AUTO SMART VALETING LTD,0000193264,640.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000193391,4.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000193419,719.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,EVOLVE TECHNOLOGY LTD,0000193527,1160.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,SITE SERVICES,FACILITIES MANAGEMENT,WASTE MANAGEMENT-WSTE MNGT SER,ICS WASTE MANAGEMENT,0000193079,308.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,IT-APPLICATIONS MANAGEMENT,FINANCE,ICT-MAINTENANCE & SUPPORT,SAPPHIRE SYSTEMS PLC,0000192209,19617.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,IT-APPLICATIONS MANAGEMENT,FINANCE,ICT-MAINTENANCE & SUPPORT,SAPPHIRE SYSTEMS PLC,0000193220,-19617.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,IT-APPLICATIONS MANAGEMENT,FINANCE,ICT-MAINTENANCE & SUPPORT,SAPPHIRE SYSTEMS PLC,0000193221,14464.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,OTHER BANK CHARGES,FINANCE,PROF SER FNCL-BANKING&INVSTMNT,NATIONAL WESTMINSTER BANK,0000193196,76.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2012,OTHER BANK CHARGES,FINANCE,PROF SER FNCL-BANKING&INVSTMNT,CITIBANK,0000193461,118.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,SALARY PROCESSING FEES,FINANCE,PROF SER FNCL-BUS PROC O/SRCE,LOGICACMG UK LIMITED,0000192971,281.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,SALARY PROCESSING FEES,FINANCE,PROF SER FNCL-BUS PROC O/SRCE,LOGICACMG UK LIMITED,0000192972,776.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,RATES PAYABLE,HISTORIC LIABILITIES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193144,66.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,10 HRS + SUBSISTENCE,HISTORIC LIABILITIES,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193384,3.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,RENTS PAYABLE,HISTORIC LIABILITIES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000193433,42.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,RENTS PAYABLE,HISTORIC LIABILITIES,FACILITIES-BUILDING MANAGEMENT,LAMBERT SMITH HAMPTON,0000193465,2450.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,RENTS PAYABLE,HISTORIC LIABILITIES,FACILITIES-BUILDING MANAGEMENT,LAMBERT SMITH HAMPTON,0000193466,1408.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2012,CURR YR ADD-INTNGBLE INFO TECH,HISTORIC LIABILITIES,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000193529,130.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,CONSULTANTS TECHNICAL,HISTORIC LIABILITIES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000192891,290.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,RENTS PAYABLE,HISTORIC LIABILITIES,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000193288,3215.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000193081,8.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000193206,48.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,HOTEL ACCOMMODATION,HISTORIC LIABILITIES,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193064,125.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,HISTORIC LIABILITIES,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193385,16.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193411,18.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193503,8.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193504,10.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,5 HRS + SUBSISTENCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193509,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - SECURITY,COMPANY BARCLAYCARD,0000193419,7.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,MILEAGE PAYMENTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000193502,6.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,MILEAGE PAYMENTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000193503,54.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,E-COMMERCE DEVELOPMENTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,ICT-MAINTENANCE & SUPPORT,COMPUTERS IN PERSONNEL LT,0000192986,1381.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,OFFICE SOLUTIONS-OFFICE MACHNE,COMPANY BARCLAYCARD,0000193419,5.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,OTHER RECRUITMENT EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-HR BUS PRCS O/S,SOLUTIONS THROUGH KNOWLED,0000192805,4200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CHILDCARE VCHRS-SERVICE CHARGE,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000192985,82.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,BUPA WELLNESS FINANCE,0000193303,556.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/08/2012,MEMBERSHIP SUBSCRIPTIONS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF SUBSCRPTN,LEXIS NEXIS,0000193194,133.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/08/2012,CONSULTANCY,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER CNSLTNCY-HUMAN RESRCE,AWBERY MANAGEMENT CENTRE,0000193188,3037.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,OE CAM LLP,0000192799,-220.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2012,TRAINING AND EDUCATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,GOVNET COMMUNICATIONS,0000192807,179.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/07/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,LLOYDS TSB COMMERCIAL FIN,0000192969,119.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,OE CAM LLP,0000193195,1183.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,WASS MANAGEMENT LTD,0000193287,450.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,TRAINING AND EDUCATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000193394,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,CAPITA,0000193455,15.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,LLOYDS TSB COMMERCIAL FIN,0000193467,119.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,HAYS,0000192821,882.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,LEGAL COSTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER-LEGAL SERVICES,PINKNEY GRUNWELLS LAWYERS,0000192964,300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,ADVERTISING EXP - RECRUITMENT,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER-OPERATIONAL SERVICES,MKH ADVERTISING,0000192965,1250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PSPES NOT APPLICABLE,COMPANY BARCLAYCARD,0000193394,40.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PSPES NOT APPLICABLE,COMPANY BARCLAYCARD,0000193419,35.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,FARES - AIR,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-AIR,REDFERN TRAVEL LTD,0000193065,119.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193064,313.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193064,78.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193067,-12.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193069,-312.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000193411,75.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,FARES - RAIL,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000193401,29.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193401,7.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193411,58.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CHILDCARE VOUCHERS,ICT INFORMATION SYSTEMS,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000192985,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/08/2012,PROFESSIONAL SUBSCRIPTIONS,ICT INFORMATION SYSTEMS,PERSONNEL RLTD-STAFF SUBSCRPTN,NXTGENUG MEMBERSHI,0000193332,89.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2012,IT-APPLICATIONS MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-HARDWARE,COMPUTACENTER (UK) LTD,0000192842,3306.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,IT-APPLICATIONS MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-HARDWARE,COMPANY BARCLAYCARD,0000193413,322.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2012,IT-APPLICATIONS MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MAINTENANCE & SUPPORT,SYSTEM ASSOCIATES,0000192843,7240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2012,IT-APPLICATIONS MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MAINTENANCE & SUPPORT,SYSTEM ASSOCIATES,0000192845,525.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,IT-INFRASTRUCTURE MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MAINTENANCE & SUPPORT,INSIGHT DIRECT (UK) LTD,0000193326,4809.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,IT-APPLICATIONS MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MAINTENANCE & SUPPORT,SYSTEM ASSOCIATES,0000193587,7240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,IT-INFRASTRUCTURE MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000192990,52735.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,IT-INFRASTRUCTURE MANAGEMENT,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000192991,2295.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192813,3150.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192813,6053.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2012,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192973,-2800.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193091,10.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193199,513.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,4 MONTHS BROADBAND RENTAL,0000193286,79.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,COMPANY BARCLAYCARD,0000193380,49.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193422,1195.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193422,6389.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,TELEPHONE - OTHER,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193422,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2012,TRAINING AND EDUCATION,ICT SYSTEMS & INFRASTRUCTURE,PROF SER LRNG&DEV-STAFF TRNING,LEEDS CITY COLLEGE,0000192806,890.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000192994,1514.32
