Birthday Honours List 2016,,,,,,,
Order,Level,Award,Name,Citation,County,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Margaret PRITCHARD DL,"Lately Chief Executive, George Thomas Hospice Care.  For services to Palliative Care in Cardiff.","Rhondda, Cynon, Taff",,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Alison (Maggie) PUNYER ,"Regional Chairman for the West Midlands, Conservative Party. For political service.",Staffordshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Angelina Carol QUAMINA ,"Executive Officer. Ministry of Defence.  For services to US Air Force Personnel and their Families at RAF Lakenheath, Suffolk.",Norfolk,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Lea RAGSDELL ,"Data Manager, Centre for Public Appointments, Cabinet Office. For public service.",Kent,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Steve Andrew RALPH ,For services to Young People and the community particularly through the Scout Movement.,Greater Manchester,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Hazel Elizabeth RALSTON ,"Founder, Anderston Youth Café.  For services to Education and Youth Development in Glasgow.",Dunbartonshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter John RANKEN ,"For services to the community in The Corbett Estate, Lewisham.",London,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christian RAPHAEL ,For services to People with Complex and Severe Disabilities in the East of England.,Cambridgeshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mohammed Akhlak RAUF ,"Manager, Meri Yaadain (My Memories) Dementia Team, City of Bradford Metropolitan District Council. For services to People with Dementia and their Carers.",West Yorkshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Anne RAYSON ,"Administrative Officer, Ministry of Defence.  For public and voluntary services to Service Personnel and their Families.",Staffordshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Melanie REID ,Journalist.  For services to Journalism and the People with Disabilities.,Stirling and Falkirk,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Karmjit REKHI ,"Faith Officer, Metropolitan Police Service.  For services to the community in Hounslow.",Middlesex,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Teresa RENNIE ,Macmillan Lead Nurse for Haematology and Chemotherapy Services in Lanarkshire.  For services to the Treatment of Cancer in Lanarkshire.,Lanarkshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Thomas Joseph RENOUF ,"Secretary, 51st Highland Division Veterans Association.  For services to Armed Forces Veterans.",East Lothian,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jonathan Paul REYNOLDS ,"Co-founder and Chief Executive Officer, SwiftKey. For services to Technology.",Kent,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Verita Gertrude (Cherry) REYNOLDS ,"Assistant Headteacher and Special Educational Needs Coordinator, Codsall Community High School, Staffordshire. For services to Education.",Staffordshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Clifford RICHARDS ,"Lately GP Adviser and Clinical Lead, Cheshire and Merseyside. For services to Healthcare.",Cheshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William Simon RIGBY ,"Chief Executive Officer, Rigby Organisation. For services to Business in the North of England.",Lancashire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rebecca RILEY ,"Senior Officer and Team Leader, HM Revenue and Customs.  For services to Tax Collection.",South Yorkshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alasdair John ROBINSON ,"Chief Superintendent, Police Service of Northern Ireland.  For services to the Police and the community in Northern Ireland.",Belfast,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Ray ROCHESTER ,"Senior Policy Officer, Department of Energy and Climate Change.  For services to Improving Standards in the Microgeneration Sector and voluntary service.",Kent,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael RODDEN ,"Officer, Arson Taskforce, Northamptonshire Fire and Rescue Service. For services to Community Safety and the community in Northamptonshire.",Northamptonshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John RODELL ,"Operations Director, FTX Logistics. For services in Support of Army Heavy Equipment Transportation.",Wiltshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Elizabeth ROGERS ,"Member, Expert Reference Group on the Revision of the Mental Health Act Code of Practice. For service to Mental Health.",Powys,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Rev'd Canon Malcolm Kenneth ROGERS ,"Vicar, St Gabriel's Huyton. For services to Community Cohesion in Knowsley, Merseyside.",Merseyside,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Muriel Rose ROMANES ,"Lately Artistic Director, Stellar Quines. For services to Drama.",Edinburgh,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret ROOMS ,"Head of Units of Sound Development, Dyslexia Action.  For services to Education.",East Sussex,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kerry Anthony ROONEY ,For services to Older People and Drama in Northern Ireland.,Belfast,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms June Elizabeth ROSS ,"Founder and Chief Executive Officer, Esther Community Enterprise. For services to Disadvantaged People.",Surrey,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Edmund RYAN ,For services to Weaving and the Economy on the Isle of Mull.,Argyll and Bute,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nilesh SACHDEV ,"Lately Member, Green Construction Board. For services to Energy Efficiency and Sustainability in the Retail Sector.",Buckinghamshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Clifford Roy SALE ,"Assistant Director in Benefits and Credits (Design and Customer Engagement), HM Revenue and Customs. For services to Tax Credits and to the community in Lancashire.",Lancashire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Emma Elizabeth Wylie SAMUELSON (EMMA SAMMS) ,"Co-founder, Starlight Children's Foundation. For services to Seriously and Terminally Ill Children.",Gloucestershire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Harshbir Singh SANGHA ,"Head of Strategy, Science and Society, Department for Business, Innovation and Skills.  For services to Equality, Diversity and Inclusion.",Kent,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Harshadray Nandlal SANGHRAJKA ,For services to the community and Inter-faith Relations.,Middlesex,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andrew Leslie SCOTT ,"Policy Lead for Stability, Load Line and Tonnage, Maritime and Coastguard Agency.  For services to the Shipping Industry.",Tyne and Wear,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann SCOTT ,"Lately Nurse Consultant, Mental Health Services for Older People, South Eastern Trust. For services to People with Dementia.",Antrim,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard SCOTT ,"Volunteer, Military and Police Support of West Tyrone.  For services to Former Security Personnel and their Families in Northern Ireland.",Tyrone,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David SEAR ,For services to Girls' and Women's Cricket.,Kent,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Daljit SEHBAI ,For services to Social Cohesion through the National Council of British Indians.,Surrey,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Santokho Aka San SEKHON ,"For services to Community Cohesion in Telford, Shropshire.",Shropshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jayne Elizabeth SENIOR ,For services to Child Protection in Rotherham.,South Yorkshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Phillip Malcolm John SHILSON ,"Chair, Manchester Airport Community Network. For services to Community Engagement in Greater Manchester and Cheshire.",Cheshire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David John SHORTLAND ,For services to the community in Coventry and Warwickshire.,West Midlands,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Lorraine SHUTT ,"Festivals and Events Manager, Leicester City Council. For services to Culture and the community in Leicestershire.",Leicestershire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Ewart SIDWELL ,"Volunteer, HMP Hewell. For services to Prisoners through One to One Maths.",Gloucestershire,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael David SIMONS ,"Senior Applications Support Officer, Parliamentary Digital Service. For parliamentary service and voluntary service to the Jewish Community in Sutton, Surrey.",Surrey,,
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Emma SINCLAIR ,"Entrepreneur and Co-founder, EnterpriseJungle.  For services to Entrepreneurship.",London,,
